# raindata from George Works
date,mm
09/06/2015,0.8
11/06/2015,0.4
19/06/2015,0.4
22/06/2015,58.2
23/06/2015,1
27/06/2015,0.8
28/06/2015,0.2
29/06/2015,1
01/07/2015,0.2
08/07/2015,2
12/07/2015,0.2
13/07/2015,0.4
14/07/2015,7.2
16/07/2015,0.8
22/07/2015,1.2
27/07/2015,3.8
30/07/2015,0.2
02/08/2015,2
03/08/2015,0.2
04/08/2015,3.8
05/08/2015,2.4
06/08/2015,7.2
13/08/2015,2.2
14/08/2015,0.2
15/08/2015,9.2
16/08/2015,2.2
21/08/2015,0.2
23/08/2015,1
24/08/2015,7.8
25/08/2015,2.8
26/08/2015,4.8
27/08/2015,37.6
28/08/2015,0.6
29/08/2015,0.6
30/08/2015,4.4
01/09/2015,0.8
04/09/2015,6.6
07/09/2015,0.4
10/09/2015,3.6
11/09/2015,7
12/09/2015,5.2
13/09/2015,1.6
14/09/2015,2.8
15/09/2015,9.8
17/09/2015,0.2
18/09/2015,0.8
20/09/2015,3.6
22/09/2015,2.8
02/10/2015,0.6
04/10/2015,6
05/10/2015,2.8
06/10/2015,2.4
08/10/2015,66.2
09/10/2015,0.8
12/10/2015,8.4
13/10/2015,0.6
14/10/2015,2.4
15/10/2015,0.8
16/10/2015,13.6
17/10/2015,5.2
21/10/2015,1.2
23/10/2015,10
24/10/2015,8
25/10/2015,0.2
26/10/2015,12.8
28/10/2015,4.8
29/10/2015,6.4
30/10/2015,4.8
01/11/2015,1
02/11/2015,14.2
03/11/2015,3
04/11/2015,4.8
05/11/2015,1
06/11/2015,12
07/11/2015,2.4
08/11/2015,0.2
10/11/2015,11.4
11/11/2015,4.8
12/11/2015,2
13/11/2015,1
14/11/2015,0.6
15/11/2015,2.6
16/11/2015,15.6
17/11/2015,2.2
18/11/2015,4.2
19/11/2015,0.4
20/11/2015,3.4
21/11/2015,0.2
22/11/2015,1
25/11/2015,8.8
27/11/2015,0.8
28/11/2015,0.2
29/11/2015,3.2
01/12/2015,1
03/12/2015,3.4
04/12/2015,2
05/12/2015,1.2
06/12/2015,19
07/12/2015,0.6
08/12/2015,4
10/12/2015,0.2
11/12/2015,0.2
13/12/2015,1.4
14/12/2015,0.6
19/12/2015,5.6
21/12/2015,0.4
22/12/2015,3.2
23/12/2015,0.4
24/12/2015,3.6
25/12/2015,1
26/12/2015,0.2
27/12/2015,2.6
28/12/2015,1
29/12/2015,2.4
30/12/2015,2
01/01/2016,5
03/01/2016,5.2
06/01/2016,0.6
07/01/2016,0.6
08/01/2016,1
09/01/2016,1.4
11/01/2016,1
12/01/2016,0.2
17/01/2016,6
18/01/2016,0.4
20/01/2016,1.6
24/01/2016,0.2
25/01/2016,7.2
26/01/2016,0.2
28/01/2016,0.4
29/01/2016,3.4
06/02/2016,2.6
09/02/2016,0.6
10/02/2016,0.2
14/02/2016,16.8
18/02/2016,3
20/02/2016,0.2
24/02/2016,4.4
01/03/2016,3.2
02/03/2016,4.8
03/03/2016,2.6
04/03/2016,1.2
08/03/2016,0.6
11/03/2016,9.6
12/03/2016,9.2
13/03/2016,11
14/03/2016,9.6
21/03/2016,1.2
22/03/2016,1.4
23/03/2016,0.4
25/03/2016,1.2
26/03/2016,4.4
27/03/2016,2.4
29/03/2016,1.2
30/03/2016,0.4
02/04/2016,0.6
06/04/2016,5.2
10/04/2016,1.8
11/04/2016,0.4
12/04/2016,5.4
14/04/2016,0.2
18/04/2016,13
19/04/2016,20.4
22/04/2016,1.6
23/04/2016,11.4
01/05/2016,22.8
02/05/2016,0.2
03/05/2016,0.8
09/05/2016,1.2
10/05/2016,0.4
12/05/2016,1
13/05/2016,1.4
14/05/2016,3.2
15/05/2016,0.2
16/05/2016,2.2
17/05/2016,1.4
18/05/2016,0.4
19/05/2016,6.8
20/05/2016,1
26/05/2016,0.4
27/05/2016,0.2
29/05/2016,1.2
30/05/2016,0.4
03/06/2016,2
06/06/2016,0.2
07/06/2016,2
17/06/2016,1
18/06/2016,0.6
19/06/2016,5.4
20/06/2016,8.2
21/06/2016,7
22/06/2016,0.2
26/06/2016,1.4
28/06/2016,7.6
01/07/2016,12.2
02/07/2016,1.2
03/07/2016,0.6
04/07/2016,0.6
05/07/2016,2
06/07/2016,0.8
08/07/2016,4
09/07/2016,7.2
12/07/2016,0.6
13/07/2016,2.2
14/07/2016,2.4
16/07/2016,0.8
17/07/2016,1.2
18/07/2016,6.8
20/07/2016,9.4
21/07/2016,0.8
23/07/2016,10.6
24/07/2016,16.8
25/07/2016,1.6
26/07/2016,1
28/07/2016,3.8
29/07/2016,1.6
30/07/2016,8.6
01/08/2016,2.2
04/08/2016,1.2
05/08/2016,39
08/08/2016,0.8
09/08/2016,1.2
11/08/2016,1
12/08/2016,0.4
15/08/2016,0.2
16/08/2016,0.6
17/08/2016,1.8
21/08/2016,0.6
24/08/2016,30.2
25/08/2016,0.4
26/08/2016,12.6
27/08/2016,0.2
01/09/2016,12.8
03/09/2016,1.6
04/09/2016,1.4
05/09/2016,14.8
07/09/2016,2.4
08/09/2016,0.6
09/09/2016,11.6
13/09/2016,5.2
14/09/2016,0.2
17/09/2016,16.8
18/09/2016,2.2
20/09/2016,1
21/09/2016,4.6
24/09/2016,0.2
25/09/2016,1.6
26/09/2016,0.2
27/09/2016,2.6
28/09/2016,15.2
29/09/2016,0.4
01/10/2016,0.4
04/10/2016,5.2
07/10/2016,1.2
11/10/2016,3.6
14/10/2016,0.2
19/10/2016,6.6
20/10/2016,8.8
22/10/2016,13.2
23/10/2016,0.2
24/10/2016,1.8
25/10/2016,1.6
26/10/2016,0.8
27/10/2016,24.6
28/10/2016,0.2
29/10/2016,4.2
01/11/2016,17.6
02/11/2016,2.4
07/11/2016,0.8
08/11/2016,6.8
09/11/2016,0.2
12/11/2016,1
17/11/2016,85.2
19/11/2016,1.8
20/11/2016,0.8
21/11/2016,10.6
22/11/2016,0.2
23/11/2016,0.4
25/11/2016,0.2
26/11/2016,0.2
28/11/2016,19.8
01/12/2016,15
02/12/2016,0.6
12/12/2016,3.4
13/12/2016,2.4
14/12/2016,0.6
15/12/2016,0.6
16/12/2016,1.8
17/12/2016,2.8
18/12/2016,0.4
19/12/2016,4.8
20/12/2016,7.2
21/12/2016,0.8
22/12/2016,0.8
23/12/2016,0.6
24/12/2016,4.8
25/12/2016,1
26/12/2016,5.2
27/12/2016,3.4
29/12/2016,1.4
03/01/2017,2
05/01/2017,3
09/01/2017,6
10/01/2017,0.2
13/01/2017,0.8
14/01/2017,0.6
15/01/2017,8.2
16/01/2017,9.8
17/01/2017,3.8
18/01/2017,1.6
25/01/2017,2.4
26/01/2017,0.4
27/01/2017,9.6
28/01/2017,1.2
29/01/2017,0.8
30/01/2017,2.4
01/02/2017,0.2
02/02/2017,5.8
03/02/2017,0.6
04/02/2017,3.6
05/02/2017,0.8
06/02/2017,1.8
07/02/2017,1.8
10/02/2017,0.6
11/02/2017,0.2
20/02/2017,1.8
21/02/2017,25.8
23/02/2017,0.2
25/02/2017,0.6
26/02/2017,5
01/03/2017,1.8
06/03/2017,1.8
07/03/2017,5.6
08/03/2017,0.2
09/03/2017,1.4
14/03/2017,2.2
15/03/2017,4
17/03/2017,1.2
18/03/2017,0.2
19/03/2017,6.8
21/03/2017,3.2
25/03/2017,1
08/04/2017,1.4
09/04/2017,0.8
10/04/2017,2.2
11/04/2017,1.4
15/04/2017,1.2
16/04/2017,0.6
17/04/2017,0.6
18/04/2017,0.2
20/04/2017,3
22/04/2017,0.2
24/04/2017,3.4
28/04/2017,6.6
29/04/2017,0.8
01/05/2017,21
03/05/2017,1.2
04/05/2017,6.2
09/05/2017,54.4
10/05/2017,5.8
11/05/2017,62.6
14/05/2017,1.2
18/05/2017,0.6
26/05/2017,0.6
28/05/2017,4
29/05/2017,0.6
30/05/2017,2.8
31/05/2017,9.8
01/06/2017,6.4
02/06/2017,2.4
03/06/2017,3.8
04/06/2017,0.2
06/06/2017,0.4
07/06/2017,3
08/06/2017,18
09/06/2017,3.2
10/06/2017,3.8
11/06/2017,0.2
13/06/2017,1
14/06/2017,2.2
17/06/2017,0.6
18/06/2017,1.4
19/06/2017,15.4
21/06/2017,0.8
22/06/2017,0.8
23/06/2017,0.8
24/06/2017,2.6
25/06/2017,1.6
26/06/2017,0.6
28/06/2017,0.8
29/06/2017,36.8
30/06/2017,13.4
02/07/2017,3.6
04/07/2017,1.4
06/07/2017,0.2
07/07/2017,3.2
08/07/2017,0.2
09/07/2017,0.2
10/07/2017,0.4
11/07/2017,5.4
12/07/2017,2
13/07/2017,3
15/07/2017,0.4
16/07/2017,1.2
17/07/2017,1.6
18/07/2017,1.4
20/07/2017,12.6
21/07/2017,3.4
23/07/2017,2.4
25/07/2017,6
28/07/2017,0.4
29/07/2017,4.6
31/07/2017,1.6
02/08/2017,16
03/08/2017,7.6
04/08/2017,0.6
05/08/2017,0.2
07/08/2017,6.6
09/08/2017,3.4
13/08/2017,2.2
14/08/2017,5.6
16/08/2017,8.2
17/08/2017,12.8
18/08/2017,0.8
19/08/2017,3.4
20/08/2017,2
23/08/2017,0.6
24/08/2017,0.6
25/08/2017,0.6
26/08/2017,1.6
27/08/2017,0.4
01/09/2017,2.2
02/09/2017,0.4
03/09/2017,10.4
04/09/2017,1.2
05/09/2017,5.4
06/09/2017,44.2
07/09/2017,10
08/09/2017,0.2
09/09/2017,3.4
10/09/2017,7
11/09/2017,0.2
13/09/2017,0.2
16/09/2017,3.6
19/09/2017,130.4
20/09/2017,13.8
25/09/2017,4.8
27/09/2017,0.8
28/09/2017,0.2
30/09/2017,13.4
02/10/2017,7
03/10/2017,0.6
04/10/2017,2
08/10/2017,16
09/10/2017,0.4
10/10/2017,57.4
13/10/2017,4
14/10/2017,14.4
15/10/2017,7.4
16/10/2017,17.8
17/10/2017,3.4
18/10/2017,0.4
19/10/2017,0.2
21/10/2017,0.4
23/10/2017,1.2
25/10/2017,20.8
26/10/2017,2
27/10/2017,3.8
29/10/2017,1.8
31/10/2017,1.2
03/11/2017,0.2
08/11/2017,0.2
10/11/2017,8.8
11/11/2017,1
12/11/2017,1.8
14/11/2017,0.2
18/11/2017,0.8
19/11/2017,0.2
22/11/2017,0.4
23/11/2017,5.4
24/11/2017,1.8
25/11/2017,8.4
26/11/2017,4.4
28/11/2017,3.2
30/11/2017,0.2
02/12/2017,1.6
06/12/2017,22.4
07/12/2017,6
10/12/2017,5.6
11/12/2017,8.8
12/12/2017,2.8
13/12/2017,1.2
16/12/2017,0.4
17/12/2017,6.4
19/12/2017,3.4
20/12/2017,1
22/12/2017,3.2
23/12/2017,2
24/12/2017,0.4
25/12/2017,0.4
26/12/2017,5.2
27/12/2017,1.8
28/12/2017,3.4
29/12/2017,0.4
30/12/2017,5.8
31/12/2017,0.6
05/01/2018,25.4
06/01/2018,2
07/01/2018,1.2
08/01/2018,3.2
09/01/2018,3.2
16/01/2018,0.8
17/01/2018,0.2
19/01/2018,5
21/01/2018,0.4
22/01/2018,0.2
24/01/2018,2.6
25/01/2018,2
27/01/2018,2.4
28/01/2018,2.8
29/01/2018,9
01/02/2018,0.4
02/02/2018,0.4
03/02/2018,1.2
04/02/2018,0.6
05/02/2018,4.6
06/02/2018,0.2
07/02/2018,0.4
08/02/2018,0.8
09/02/2018,1.8
10/02/2018,4.6
11/02/2018,0.6
12/02/2018,3
13/02/2018,2.2
14/02/2018,0.2
15/02/2018,3.2
16/02/2018,4.6
19/02/2018,0.2
20/02/2018,0.8
21/02/2018,8.6
23/02/2018,2.2
25/02/2018,1.4
27/02/2018,2.2
21/03/2018,2.2
23/03/2018,0.4
26/03/2018,3.6
27/03/2018,6.8
28/03/2018,2.2
30/03/2018,0.2
04/04/2018,0.4
06/04/2018,0.4
09/04/2018,0.2
10/04/2018,4
11/04/2018,2.2
12/04/2018,1
14/04/2018,8.2
16/04/2018,1.2
17/04/2018,2.4
19/04/2018,3.6
20/04/2018,6.6
23/04/2018,8.6
24/04/2018,0.2
25/04/2018,0.8
26/04/2018,1.2
27/04/2018,0.6
01/05/2018,4.6
02/05/2018,9.8
04/05/2018,0.6
08/05/2018,0.6
11/05/2018,0.4
12/05/2018,3.8
14/05/2018,0.8
15/05/2018,2.4
16/05/2018,0.4
17/05/2018,0.6
18/05/2018,0.4
19/05/2018,4.2
20/05/2018,1.8
22/05/2018,23.8
23/05/2018,0.2
24/05/2018,1
26/05/2018,0.8
27/05/2018,0.8
29/05/2018,2.2
30/05/2018,0.2
08/06/2018,0.4
09/06/2018,0.6
10/06/2018,1.4
11/06/2018,1
12/06/2018,0.6
22/06/2018,20.8
23/06/2018,1.8
24/06/2018,1.4
25/06/2018,0.8
26/06/2018,0.2
28/06/2018,0.2
29/06/2018,0.6
01/07/2018,1.2
02/07/2018,0.2
05/07/2018,0.2
06/07/2018,0.6
07/07/2018,0.4
08/07/2018,3.8
09/07/2018,36.6
10/07/2018,2.4
11/07/2018,0.6
15/07/2018,0.8
16/07/2018,2.8
17/07/2018,4
18/07/2018,1.2
19/07/2018,6.4
22/07/2018,0.4
24/07/2018,3.8
25/07/2018,8
26/07/2018,0.8
29/07/2018,0.6
30/07/2018,0.4
02/08/2018,0.4
04/08/2018,0.2
05/08/2018,0.2
11/08/2018,0.2
12/08/2018,5.6
14/08/2018,0.2
15/08/2018,2.2
16/08/2018,2
17/08/2018,1.4
21/08/2018,1
22/08/2018,0.6
23/08/2018,0.2
24/08/2018,1.2
26/08/2018,7
28/08/2018,1.8
29/08/2018,14.6
30/08/2018,20.8
02/09/2018,0.6
03/09/2018,0.4
07/09/2018,1.8
08/09/2018,1.2
10/09/2018,1.8
12/09/2018,13
13/09/2018,4.4
14/09/2018,104.8
18/09/2018,1.8
19/09/2018,0.2
21/09/2018,0.2
22/09/2018,1.2
24/09/2018,4
25/09/2018,4.4
27/09/2018,16.2
28/09/2018,0.4
29/09/2018,5.6
05/10/2018,8
06/10/2018,1
09/10/2018,6.6
11/10/2018,0.8
12/10/2018,35
13/10/2018,6.4
15/10/2018,0.6
16/10/2018,2.8
17/10/2018,13
21/10/2018,6.8
22/10/2018,8
23/10/2018,0.8
27/10/2018,6.8
30/10/2018,0.6
02/11/2018,10.4
03/11/2018,21.2
05/11/2018,2.8
06/11/2018,1.2
07/11/2018,0.8
09/11/2018,23.4
11/11/2018,0.2
12/11/2018,2.4
13/11/2018,37.4
14/11/2018,5.6
15/11/2018,2.4
16/11/2018,7
20/11/2018,5.4
29/11/2018,2
30/11/2018,9.4
01/12/2018,0.6
04/12/2018,1.2
05/12/2018,3.6
07/12/2018,1.8
08/12/2018,3.2
09/12/2018,1.2
10/12/2018,0.8
11/12/2018,1
13/12/2018,4.2
14/12/2018,1
18/12/2018,0.2
22/12/2018,4.2
23/12/2018,1.4
24/12/2018,0.4
26/12/2018,2.4
27/12/2018,1.4
28/12/2018,24.4
29/12/2018,6.8
30/12/2018,1.2
31/12/2018,0.2
01/01/2019,0.4
02/01/2019,7.4
04/01/2019,0.8
05/01/2019,0.4
06/01/2019,18.6
08/01/2019,2.6
09/01/2019,19.2
12/01/2019,4
14/01/2019,0.2
15/01/2019,1
17/01/2019,5.6
19/01/2019,0.8
20/01/2019,1.6
21/01/2019,15.4
22/01/2019,0.6
23/01/2019,0.6
25/01/2019,2.6
29/01/2019,1.2
30/01/2019,0.2
31/01/2019,0.8
01/02/2019,0.6
04/02/2019,0.6
05/02/2019,1.2
09/02/2019,2.2
10/02/2019,0.6
11/02/2019,2.8
13/02/2019,2.6
15/02/2019,0.2
18/02/2019,2
21/02/2019,0.2
23/02/2019,0.2
25/02/2019,5.4
26/02/2019,2.6
27/02/2019,1.6
02/03/2019,0.4
03/03/2019,0.4
04/03/2019,0.4
05/03/2019,3.2
06/03/2019,0.4
11/03/2019,1.6
21/03/2019,13.2
24/03/2019,1
